"rating_vehicle_number";"rating_driveability";"rating_speed";"rating_vehicle_cleanliness";"rating_comment";"create_time"
"518";"4";"4";"5";"";"2017-03-21 16:11:03"
"2667";"5";"5";"5";"";"2017-03-21 15:06:28"
"787";"5";"5";"4";"Paciam prieki ant komposterio lasa vanduo, sedime yra visa slapia, BAISU!";"2017-03-21 14:53:59"
"498";"2";"2";"1";"pliaupia vardu per stogą ir langus";"2017-03-21 14:52:12"
"150";"4";"1";"3";"antrą dieną iš eilės autobusas vėluoja. šiandien pavėlavo 10 min.";"2017-03-21 08:14:41"
"745";"1";"4";"3";"Vairavimo stilius siaubingas - staigiai stabdoma, staigus posukiai. Zmones, kurie stovejo, jautesi ypac nesaugiai. 
Rytiniuose autobusuose buna ypac daug zmoniu, todel noretusi, kad bent jau vairuotojas stengtusi vaziuoti kaip imanoma saugiau.
Sekmes jusu kolektyvui!";"2017-03-21 08:02:40"
"716";"4";"1";"4";"";"2017-03-21 06:54:06"
"542";"5";"5";"4";"Smirda dyzelinu.";"2017-03-20 21:35:41"
"504";"3";"5";"2";"";"2017-03-20 19:16:02"
"1607";"5";"5";"5";"super gerai! ne per lėtai, bet ir ne krato keleivių.";"2017-03-20 18:31:18"
"825";"4";"5";"3";"visos keliones metu smirdejo degancia guma";"2017-03-20 18:02:48"
"2452";"5";"4";"5";"Neveikia galinis komposteris";"2017-03-20 17:13:56"
"455";"2";"1";"2";"";"2017-03-20 15:26:44"
"515";"5";"5";"5";"15:18 

Tokia žvarbią dieną yra labai smagu ir gera įsėsti į šiltą ir komfortiška autobusą. Šio autobuso vairuotojas yra daugelio laukusiu stotelėje didvyris, ne tik del to kad atvažiavo laiku, bet ir už tai kad autobuse švaru ir šiltą =)";"2017-03-20 15:21:25"
"3012";"5";"5";"5";"Puikus vairuotojas. Galetu pamokyti tuos kolegas, kurie vazineja agresyviai. Spausdami gaza dugna, ir staigiai stabdydami.";"2017-03-20 14:47:17"
"9317";"1";"5";"1";"Kalba telefonu vairavimo metu.";"2017-03-20 14:37:10"
"4017";"4";"5";"3";"Galima būtų sustoti arčiau šaligatvio...";"2017-03-20 14:08:07"
"2685";"2";"3";"4";"vatniku muzika pas vairuotoja groja";"2017-03-20 13:42:26"
"701";"5";"4";"4";"";"2017-03-20 11:41:37"
"959";"1";"1";"1";"";"2017-03-20 10:02:49"
"1534";"4";"1";"4";"Nors tik 3 maršruto stotelė, bet vėlavo 7 min.";"2017-03-20 09:38:44"
"547";"5";"5";"1";"smirda, labai nesvaru";"2017-03-20 08:50:40"
"963";"5";"2";"4";"87mars. link šeškinės velavo net 8min!!";"2017-03-20 08:37:15"
"336";"5";"5";"4";"";"2017-03-20 08:37:06"
"975";"2";"4";"5";"";"2017-03-20 08:30:06"
"785";"1";"1";"4";"";"2017-03-20 07:46:40"
"430";"0";"1";"0";"Autobuso vairuotoja patingejo atidaryti duris veluojantiems pereiti per pereja zmonems. Visi mes skubam bet ar kelios sekundes kazka pakeistu? keli ileisti zmones predetu ryta smagiau.";"2017-03-20 07:43:06"
"2130";"2";"5";"2";"visų pirma, minimaliai paspausčiau 1 žvaigždutę už saugumą, bet programa neleidžia. arba neduočiau nei vienos. jei jau suaugęs vyras vos išsilaiko ant kojų, tai ką kalbėti apie moksleivius. čia ne sportinė mašina!!! gana taip staigiai stabdyti!!!";"2017-03-20 07:25:26"
"480";"1";"1";"1";"";"2017-03-19 19:05:17"
"946";"5";"5";"5";"Vairuotojas puikiai ir atsargiai vairuoja.";"2017-03-19 15:48:16"
"948";"5";"5";"5";"Priekaištų neturiu, tik purvinas galinis   langas";"2017-03-19 11:37:50"
"796";"4";"5";"3";"prirūkyta...";"2017-03-19 10:45:59"
"703";"4";"2";"3";"";"2017-03-18 22:25:58"
"576";"1";"2";"4";"pasikeitė vairuotojas tauragnų stotelėj ir kaip nenormalus stabdžius spaudinėja. skraidom salone";"2017-03-18 13:56:12"
"482";"4";"4";"4";"senas nepatogus";"2017-03-18 11:36:22"
"651";"5";"5";"5";"";"2017-03-18 09:40:53"
"720";"2";"1";"4";"Naktinio autobuso vairuotojas vos vilkosi, todėl atsiliko nuo grafiko.";"2017-03-18 02:08:16"
"477";"3";"5";"4";"";"2017-03-17 20:39:47"
"971";"5";"5";"5";"";"2017-03-17 18:37:18"
"1552";"1";"5";"2";"";"2017-03-17 18:34:03"
"984";"2";"5";"5";"vairuoja tarsi bulviu sunkvezimis butu";"2017-03-17 17:46:44"
"754";"1";"3";"4";"Vaziavo letesne juosta nors akivaizdziai kita juosta judejo greiciau. Visa kelione atsidariusi kabinos duris snekejo su drauge, zmones nespejo islipti ir nuvaziavo, nemoka tolygiai stabdyti";"2017-03-17 16:18:05"
"472";"5";"5";"5";"Na, žmogų prie karo technikos muziejaus kuris užsidarius durims prie ju koji 20 sekundziu dar rankom skesčiojo-manau buvo galima pastebėti ir paimt...";"2017-03-17 15:26:55"
"798";"2";"1";"3";"pavėlavo 15 minučių!!!!";"2017-03-17 14:17:34"
"985";"5";"5";"5";"Nice vairuotojas, sustaja prie pat stoteles, senjorams patogu ilipti.";"2017-03-17 13:32:57"
"709";"5";"5";"1";"Autobuse tvyro ismetamuju duju kvapas. Gal galite patikrinti, ar viskas tvarkoje? Malonumo kelioneje tai neprideda. Aciu!";"2017-03-17 08:55:45"
"494";"3";"4";"2";"durys blogai uzsidaro, lieka didelis tarpas ir pucia vejas. didele vibracija";"2017-03-17 08:16:00"
"448";"4";"5";"4";"";"2017-03-17 08:15:59"
"2663";"5";"5";"5";"";"2017-03-17 06:50:20"
"807";"4";"4";"5";"vairuotojas vairuodamas uzkandziavo";"2017-03-16 22:45:16"
"521";"1";"0";"0";"Vairuotojas veze labai grubiai. Buvo sunku isstoveti netgi ir laikantis uz tureklu. Posukius atlikdavo per dideliu greiciu.";"2017-03-16 18:26:23"
"1513";"1";"4";"3";"";"2017-03-16 17:41:34"
"779";"1";"5";"3";"dabar piko metas, autobusas beveik pilnas, taciau nors dar ir yra vietos, vairuotojas uzdarineja duris keleiviams dar nesulipus, taip viena moteri netgi prispaude tarp duru. keleiviu komentarus ignoruoja.";"2017-03-16 17:39:41"
"125";"5";"5";"2";"Senas autobusas, tai turi įtakos švarai.";"2017-03-16 17:21:07"
"963";"3";"1";"3";"";"2017-03-16 16:32:40"
"803";"5";"5";"3";"Puikus vairuotojas. Laiku atvyksta. Tik pilna grafičių gale ir nešvarūs langai";"2017-03-16 16:12:44"
"2602";"1";"2";"3";"Tai yra 2 dalių troleibusas, kurio vidurys (2 dalių apskritimo formos grindų dalis) kreiva. Maž daug įlūžusi. Važiuojant per nedideles duobeles ar nedidelius kelio kalnelius - ta dalis trinasi į kelią.";"2017-03-16 15:59:32"
"621";"5";"5";"3";"Zeba";"2017-03-16 13:57:14"
"961";"5";"5";"5";"Šaunus vairuotojas, atvyko laiku, sulaukė visų bėgančių keleivių, daugiau tokio pavyzdžio vairuotojų!";"2017-03-16 12:54:43"
"798";"3";"5";"5";"vairuotojas, keliones metu, Liepkalnio g. (prie mazdauk Liepkalnio 22 namo) elgesi neadekvaciai, specialiai blokavo salia vaziuojancia lengvaja transporto priemone, bande prispausti ja prie kelkrascio.jis ta automobili mate, i jo vairuotoja ziurejo ir jam pypseno, grumodamad. buvo slykstu ziureti i vairuotoja, kuris specialiai sukelinejo pavojinga situacija, vesdamas keleivius!";"2017-03-16 12:23:08"
"980";"5";"5";"5";"";"2017-03-16 11:30:23"
"942";"1";"1";"4";"nežiūri į veidrodėlius ir neįleido močiutės, kuri smarkiai skubėjo į autobusą";"2017-03-16 09:18:56"
"509";"5";"5";"5";"Autobusas turintis atvykti pries sita, 8:04(Naujosios Vilnios ziedas) - neatvyko!!";"2017-03-16 08:15:20"
"792";"1";"1";"2";"Vairuotoja visiskai nesilaiko saugios distancijos kelyje ir del menkiausiu smulkmenu kerta per stabdzius. Kiekvienoje stoteleje ar prie pereju vairuotoja taip staigiai stabdo kad keleiviai vos issilaiko. Vairuotojos kabinoje groja mazika, vairuotoja linguoja peciais ir i pastabas nekreipia demesio, o tycia dar labiau kapoja per stabdziu pedala";"2017-03-16 08:00:17"
"088";"5";"5";"5";"";"2017-03-15 23:44:08"
"705";"5";"3";"3";"Vairuotojas varavo gerai. Tik susidare ispudis kad letai. Ir delto atrode kad veluos.";"2017-03-15 23:20:17"
"511";"1";"4";"2";"Stabdymas ziaurus. Kaip ir isibegejimas. Neimanoma stoveti. Papasakokite vairuotojui apie tolygu iaibegejima ir stabdyma. Bei saugaus greicio pasirinkima ir vairavima.";"2017-03-15 20:39:49"
"2717";"2";"1";"1";"siaubinga 18 troleibuso vairuotojas matė kad skubėjau tai užtrenkė duris ir nuvažiavo  o 16 maršruto vairuorojas tyčia važiuoja lėtai. manau reikėtų jau ne kelionę vertinti. nes rezultato neduoda. o skunda rašyti susisiekimo ministerijai.";"2017-03-15 19:13:41"
"482";"3";"1";"4";"šis ir prieš tai važiavęs autobusas atvyko i viršuliškių stotelę per anksti. kokybė 3, nes transporto priemonė nusidėvėjusi";"2017-03-15 18:56:08"
"1477";"4";"4";"3";"";"2017-03-15 18:18:38"
"9316";"1";"3";"3";"varuotojas su didele miskovezio patirtimi. gerai butu pasimokyti vezioti keleivius";"2017-03-15 18:17:11"
"423";"4";"4";"2";"Manau autobusui reikėtu atlikti techninę priežiūrą, labai stiprūs ir nemalonųs aukšto dažnio garsai salono viduryje.";"2017-03-15 17:50:17"
"765";"1";"4";"4";"veža kaip bulves, pažeidžia kelių eismo taisykles";"2017-03-15 17:30:11"
"483";"1";"1";"4";"";"2017-03-15 15:01:54"
"546";"4";"5";"2";"";"2017-03-15 14:43:51"
"774";"1";"5";"5";"Laba diena. Pirma karta matau tokį neatsakingą vairuotoją. Laukiau prie pirmųjų durų, norėdamas įsigyti bilietą(už manęs dar stovėjo kitas žmogus). Vairuotojas prieš nosį uždarė duris. Atsidaręs buvo piktas, aiškino kad ko čia stoviu. Kitoje stotelėje žmonės nespėjo išlipti - pradėjo važiuoti. Kiekvienoje stotelėje autobusui jau pradėjus judėti, ir žmonėms dar keliant paskutines kojas uždaromos durys.. Bereikalingi stabdymai važiuojant.. Ar Jūs galėtumėte kuo skubiau įvertinti tokį vairuotojo elgesį, nelaukiant nelaimės? Dėkoju labai. 14.28.";"2017-03-15 14:28:55"
"652788";"4";"3";"2";"";"2017-03-15 14:01:24"
"776";"1";"1";"1";"nelaiku";"2017-03-15 13:33:41"
"170";"1";"5";"5";"Is vietos pajuda labai staigiai (matomai, del techniniu priezasciu); stabdo, lyg veztu bulviu maisus, o ne zmones.";"2017-03-15 12:25:31"
"1554";"1";"3";"4";"Pasimokyti stabdyti vairuotojai. Pavojingas stabdymas, keleiviams nesaugu.";"2017-03-15 11:59:29"
"1662";"1";"4";"4";"vairuotojas pažeidžia ket važiuodamas Tuskulėnų žiedu, įvažiuoja pirmoje juostoje, tada stabdo eismą žiede bandydamas persirikiuoti";"2017-03-15 11:50:23"
"1658";"3";"5";"5";"gazas, stabdis ir taip ant pakartojimo, visa kelione. vairuotojas turbut norejo kokteili is zmoniu suplakti";"2017-03-15 10:54:49"
"2502";"1";"5";"4";"Jis tikrai vairuotojo teises turi? Stabdziai net kvapa skleidzia....";"2017-03-15 09:20:22"
"481";"5";"5";"5";"super vairuotojas";"2017-03-14 19:17:56"
"594";"4";"1";"4";"";"2017-03-14 19:07:48"
"788";"1";"1";"1";"87 autobusas pastoviai važiuoja nelaiku. Arba per anksti arba pervelai. niekada laiku";"2017-03-14 18:40:33"
"0102";"1";"1";"3";"Vaziuoja bet kaip, nesilaiko greicio, startuoja is vietos taip greitai kad stovintys keleiviai griuna.";"2017-03-14 18:31:34"
"975";"4";"4";"5";"Sis autobusas atvaziavo laiku, viskas gerai, bet klausimas kur dingo 2017-03-14 dienos 17:59 laiko autobusas. Buvau stotelej nuo 17:50. Ir tai jau nepirmas kartas. Kam tada isvis skirti tvarkarasciai jei susiplanaves savo kelione negali isvaziuoti laiku.";"2017-03-14 18:15:40"
"1529";"1";"1";"1";"kalba telefonu ir dvejose stotelėse nesugeba išleisti keleivių jog galima būtų spėti į priešais esantį autobusą (gaišta visų laiką ir tik stovi stotelėje neatidariusi durų)";"2017-03-14 18:06:41"
"767";"5";"1";"4";"Toks jausmas, kad besimokantis vairuotojas. Sustoja viduri sankryzos ir nejuda 7minutes blokuodamas pereja ir nevaZiuosamas niekur.";"2017-03-14 17:35:06"
"227";"4";"4";"5";"";"2017-03-14 15:58:42"
"790";"2";"5";"3";"Vairuotojas nervingai vairuoja, manevruoj. Atidarineja ir uzdarineja duris nesaugiai, viena vyresnio amziaus moteris vos nebuvo prispausta ir neiskrito is autobuso. Baisu.";"2017-03-14 15:42:38"
"2696";"1";"1";"1";"Pries nosi uzdaro duris pensininkams, normalioje istaigoje, lektu is darbo is karto uz tokia nepagarba ir ""netycini"" nematyma";"2017-03-14 13:36:27"
"621";"1";"2";"1";"vairuotojas nemoka pradėti važiuoti. stotelėje važiuoti pradeda dar nespėjus įlipti paskutiniam keleiviui ir neužsidarius durims. tik pradėjęs važiuoti staiga stabdo. šio autobuso vairuotojui reikalingos papildomos vairavimo pamokos ir keleivių vežimo instruktažas";"2017-03-14 12:19:49"
"981";"4";"1";"4";"vėlavo 6minutes";"2017-03-14 08:30:39"
"599";"3";"3";"3";"";"2017-03-14 08:17:37"
"939";"3";"1";"2";"autobusas į ateities stotele vėlavo 18 minučių";"2017-03-14 07:59:31"
"2126";"3";"4";"4";"Nelabai sugeba ramiai is vietos pajudeti.";"2017-03-14 07:40:52"
"997";"1";"4";"5";"Nors nebuvo jokių avarinių situacijų kelyje autobusas tai labai greitai važiuodavo, tai stabdydavo taip staigiai, kad net laikantis, žmonės vos nenugriūdavo. Manau, kad autobuso vairavimas turėtų būti tolygesnis ir vairuotojas turėtų vengti staigių stabdymų. (Važiavau nuo Justiniškių stotelės iki Vilniaus universiteto, maždaug apie 7.10-7.50h)";"2017-03-14 07:39:57"
"1461";"4";"5";"4";"labai nemaloni vairuotoja. vieniems priekines duris atidaro, o kitiems ne. tad teko grustis per pilna troleibusa, kad speciau islipti, nors pries tai duris zmonems atidare ir jie ramiai islipo. gal mano veidas jai nepatiko ar kaip?";"2017-03-14 07:31:06"
"3009";"1";"1";"1";"";"2017-03-14 07:30:43"
"756";"4";"5";"5";"Vairuotojas keistai stoja visose stotese ne pacioj stotelej o gerokai pavaziaves i prieki...";"2017-03-13 18:43:46"
"9307";"0";"0";"5";"";"2017-03-13 18:31:46"
"060";"1";"1";"3";"Saugaus atstumo nesilaikymas ir dėl to atsirandantys staigūs stabdymai. Nuolatiniai 3G vėlavimai";"2017-03-13 18:10:24"
"752";"4";"2";"4";"";"2017-03-13 18:00:03"
"874";"5";"5";"5";"";"2017-03-13 17:56:32"
"743";"5";"4";"3";"";"2017-03-13 17:32:06"
"981";"5";"3";"4";"Ne laukia zmoniu";"2017-03-13 16:07:16"
"792";"1";"5";"3";"";"2017-03-13 15:08:39"
"972";"5";"5";"4";"Labai šaunus vairuotojas. Paprašius pagalbos dėl blogo kvapo salone. Pasirūpino, išprašė keleivį-priežastį.";"2017-03-13 14:55:39"
"878";"4";"5";"5";"keistas vairuotojo elgesys atvykstant i stotele, vairuotjas atidares duris iskart uzdaro:(";"2017-03-13 09:16:04"
"4013";"2";"5";"4";"Vairuotojas vaziavo per raudona sviesoforo signala.";"2017-03-13 08:52:23"
"515";"5";"5";"3";"";"2017-03-13 08:20:03"
"1637";"2";"2";"3";"kaip galima jaustis saugiu kelionėje kai vairuotoja pliurpia telefonu.";"2017-03-13 07:30:32"
"1591";"4";"5";"4";"Intensyvus svylėsių kvapas - laikas remontui!";"2017-03-12 11:07:16"
"773";"5";"5";"5";"keleiviui pranešus kad neveikia komposteris vairuotojas labai operatyviai patikrino kitus komposterius ir keleiviai padėjo pasižymėti bilietą. Labai profesionalu!!";"2017-03-12 09:17:50"
"507";"5";"5";"1";"Apspjaudyti langai. Autobusas seniai turejo buti nurasytas!";"2017-03-12 08:14:58"
"1424";"4";"5";"1";"labai pucia vejas";"2017-03-11 17:33:14"
"1657";"1";"1";"1";"12 troleibusas. numeris 1657  arba 1567 (tiksliai nepamenu) uždarė tyčia prieš nosį duris, nors matė kad bėgau ir suspėjau";"2017-03-11 17:18:00"
"937";"3";"3";"2";"Vairuotojas piktai ir nemandagiai bendravo su keleive, kai si paprase isleisti per priekines duris";"2017-03-11 14:41:10"
"977";"5";"5";"5";"vairuotojas mielai nusišypsojo";"2017-03-11 14:13:29"
"4014";"3";"5";"5";"Vairuotojas daro staigius manevrus 5g 18:56 Seskines kalvos st link licejaus";"2017-03-10 18:58:14"
"970";"5";"5";"5";"Man rodos tai pirmas kvepiantis autobusas, kuriuo man yra teke keliautu! Nuostabuuuu! :)";"2017-03-10 18:17:15"
"940";"5";"5";"5";"Neturiu priekaištų, tik autobusas keistus garsus skleidžia. Lyg kažkas klibėtų.";"2017-03-10 17:33:41"
"502";"1";"5";"4";"Vairuotojas labai išsiblaškęs ir nesaugiai vairuoja";"2017-03-10 17:23:41"
"1587";"1";"3";"3";"";"2017-03-10 17:14:24"
"2648";"5";"5";"4";"troleibuse kabo senos e. bilieto reklamos. kodėl nėra naujų?";"2017-03-10 16:50:00"
"502";"3";"5";"5";"";"2017-03-10 16:48:34"
"1586";"3";"1";"4";"Labai lėtas važiavimas. Lyg bandoma specialiai vilkinti kelionę ir vėluoti.";"2017-03-10 16:47:02"
"918";"2";"2";"2";"Buvo wow! Pats maršrutas veda per duobdes ir akmenimis grįstas gatves, autobusiukas visas girgžda ir vairuotojo vairavimo stilius irgi ne iš švelniųjų, tad išeina tokia įspūdinga kelionė.";"2017-03-10 16:21:53"
"2714";"1";"5";"5";"visi stovintys keleiviai skraido nuo per greito įsibėgėjimo.";"2017-03-10 16:18:04"
"1707";"4";"5";"4";"Labai barska galine troleibuso dalis";"2017-03-10 14:31:10"
"189";"5";"3";"5";"Sustojimas pramigu arena , turejo atvykti 12:45, atvyko 12:48";"2017-03-10 13:47:29"
"510";"5";"5";"5";"";"2017-03-10 10:12:08"
"1111";"4";"5";"5";"";"2017-03-10 06:26:05"
"1705";"1";"5";"4";"Tik viena koja buvau ilipes i troleibusa, o vairuotojas staiga spaude greicio pedala. Aciu Dievui, kad po troleibuso ratais nenukritau.";"2017-03-09 22:07:48"
"337";"1";"4";"3";"neatidare priekiniu duru, reikejo grustis bilieto nusipirkti per puse autobuso";"2017-03-09 18:47:48"
"1653";"2";"3";"4";"";"2017-03-09 18:10:36"
"497";"1";"1";"1";"durys neveikia tinkamai. autobusas nešvarus.";"2017-03-09 16:38:42"
"283";"4";"5";"4";"AutobuseSilta";"2017-03-09 16:28:06"
"809";"5";"5";"1";"Smirda baisiai visi langai uzgarave is vidaus";"2017-03-09 16:12:17"
"302";"5";"5";"5";"aciu kad laukete visus veliuojancius";"2017-03-09 16:03:23"
"2689";"5";"5";"5";"Už pagalbą žmogui su neįgaliojo vežimėliu išvažiuoti iš troleibuso";"2017-03-09 14:08:11"
"9204";"2";"2";"4";"";"2017-03-09 13:32:06"
"565";"3";"2";"4";"is Dukstu stoteles isvyko anksciau 3 min. (turejo 08.15 o isvyko 08.13 ) ir taip pastoviai.";"2017-03-09 08:17:27"
"724";"5";"5";"5";"";"2017-03-09 07:49:28"
"958";"1";"1";"5";"viduje neradau autobuao numerio, jog galeciau ivertinti. vaziavau 10 autobusu nuo arkikatedros iki broniaus laurinaviciaus skvero. kalvariju st. buvau 18:50
vairuotojas sukele avarine situacija ir dar apreke susizeidusius keleivius. patikrinkit kamera(jei tokia yra) ir ivertinkit vairavimo bei bendravimo kokybe. rusiskai rekti ant issigandusiu keleiviu nera normalu.";"2017-03-08 18:57:23"
"1567";"4";"4";"1";"labai tvanku, ir dar įjungtas šildymas, galima susirgti, nes nenormaliai karšta";"2017-03-08 17:38:18"
"751";"1";"4";"5";"";"2017-03-08 14:23:15"
"137";"0";"4";"0";"Nesaugu!!!";"2017-03-08 14:12:10"
"428";"5";"5";"4";"";"2017-03-08 11:05:00"
"1605";"2";"5";"3";"Ir vel veza kaip krovinius, o ne zmones. Kada ismokysit vairuotojus kulturos?";"2017-03-08 09:49:14"
"981";"4";"3";"4";"kiekvieną rytą įlipu Ryto stotelėje į 69/49 autobusą link Šnipiškių. ar tai būtų 7.20, ar tai 8 ar 8.20, visad pilnas žmonių susispaudusių. Ant slenksčio į duris tik trintis yra vietos. ką jau kalbėti apie tuos,kurie netelpa ir turi laukti kito reiso. Jei taip ir toliau,teks rinktis kitas susisiekimo priemones.";"2017-03-08 07:54:22"
"1702";"1";"1";"1";"vairuotojui truksta mamdagumo kelyje jeigu kitiems vairuotojams dalina fuck'us.laikas 19:38";"2017-03-07 19:42:19"
"445";"4";"5";"5";"Aciu :)";"2017-03-07 19:28:46"
"842";"3";"4";"1";"Mano nuomone, autobuso su tokios būklės kėdžių apmušalais net negalima paleisti į gatves, nes atrodo kad atsisėsi i tepalų pelkę. Nei vienos normalios kėdės per visą autobusą.";"2017-03-07 18:06:24"
"2549";"1";"3";"3";"Moteriškė jau per sena šitam darbui, uždaro duris nespėjus įlipti";"2017-03-07 16:25:28"
"741";"5";"5";"3";"Malonus, paslaugus vairuotojas";"2017-03-07 12:22:07"
"918";"1";"5";"3";"";"2017-03-07 12:14:31"
"1619";"4";"5";"2";"varganas troleibusas.";"2017-03-07 12:01:02"
"058";"4";"1";"2";"Jau ne pirma karta 2g autobuso vairuotojai ne vaziuoja iki santariskiu ziedos stoteles, nors programeleje nurodyta ""santariskes ( santariskiu ziedas)!   Ir rodo, kad paskutine stotele yra santariskiu ziedas, taciau dar kolkas bent jau man vaziuojant nei vienas nevaziavo iki galo !!!!";"2017-03-07 09:28:47"
"960";"4";"1";"5";"velavo 9 min";"2017-03-07 08:14:08"
"5018";"5";"5";"5";"";"2017-03-07 07:48:57"
"890";"5";"5";"3";"Sveiki, ar įmanoma rytais 3 maršruto autobusą leisti didesnį, nes padaugėjo keleivių ir važiuojame kaip silkės.";"2017-03-07 06:44:38"
"751";"2";"4";"3";"Per kietai stabdo.";"2017-03-06 18:48:50"
"701";"0";"5";"0";"geras vairuotojas";"2017-03-06 17:36:19"
"482";"4";"4";"2";"";"2017-03-06 17:06:13"
"784";"4";"4";"4";"kodel 1 marsruto autobuso vairuotojas, vaziuodamas stotis-oro uostas sustoja isleisti zmoniu ne tik stotelej prie ikeos ziedo, bet ir neprivaziaves ziedo? ten nera stoteles, sustoja pries pat pesciuju pereja pirmoje eismo juostoje, taip blokuodamas ir matomuma vairuotojams, ir keldamas avarines situacijas. uz ziedo stoteleje jis taip pat sustojo. kodel nestoja pusiaukelej i oro uosta?";"2017-03-06 15:27:24"
"2689";"4";"5";"5";"Just thanks for your work.";"2017-03-06 15:06:21"
